CityName,iata_code,coordinates,
Hayman Island,HIS,148.8809967,-20.05999947
Hearst,YHF,-83.68609619,49.71419907
Heidelberg,HDB,8.651935,49.392397
Heiweni,HNI,146.4276,-7.4223
Helenvale,HLV,145.2149963,-15.6857996
Helgoland,HGL,7.915832996,54.18527985
Helsinki,HEM,25.0428009,60.25460052
Helsinki,HEL,24.9633007,60.31719971
Herendeen Bay,HED,-160.8990021,55.80139923
Heringsdorf,HDF,14.15229988,53.87870026
High Level,YOJ,-117.1650009,58.62139893
High Prairie,ZHP,-116.4749985,55.39360046
Hinton,YJP,-117.7529984,53.31919861
Hof,HOQ,11.85638905,50.28861237
Hogatza,HGZ,-155.6690063,66.2161026
Hollister,HLI,-121.4100037,36.8932991
Honiara,HIR,160.0549927,-9.42800045
Honinabi,HNN,142.1771,-16.2457
Hope,YHE,-121.4980011,49.36830139
Hope Bay,JOJ,-106.5852814,68.12527466
Hopedale,YHO,-60.22859955,55.44829941
Hornepayne,YHN,-84.7589035,49.19309998
Hoskins,HKN,150.4049988,-5.462170124
Hudson,HCC,-73.71029663,42.29130173
Hudson Bay,YHB,-102.310997,52.81669998
Hudson's Hope,YNH,-121.9759979,56.03559875
Huizhou,HUZ,114.5999985,23.04999924
Hukuntsi,HUK,21.758101,-23.9897
Humboldt,HUD,-94.24520111,42.73609924
Huntingdon,AYH,-0.219722003,52.37440109
Husum,QHU,9.138333321,54.50999832
Hvammstangi,HVM,-20.84690094,65.2664032
Hyder,WHD,-130.009975,55.903324
Ialibu,IAL,143.9944,-6.2782
Ibadan,IBA,3.978329897,7.362460136
Icy Bay,ICY,-141.6620026,59.96900177
Iginniarfik,QFI,-53.17352772,68.14722559
Igloolik,YGT,-81.81610107,69.36470032
Ignace,ZUC,-91.71779633,49.42969894
Ikamiut,QJI,-51.83226228,68.6342531
Ikerassaarsuk,QRY,-53.44145894,68.14088101
Ilford,ILF,-95.61389923,56.06140137
Ilimanaq,XIQ,-51.11431539,69.080915
Illizi,VVZ,8.622650146,26.7234993
Ilorin,ILR,4.493919849,8.440210342
Ilulissat,JAV,-51.05709839,69.24320221
Imane,IMN,146.1072,-6.7524
Imonda,IMD,141.1573,-3.328
In Guezzam,INF,5.75,19.56699944
In Salah,INZ,2.512020111,27.25099945
Independence,INB,-88.44129944,16.53450012
Inukjuak,YPH,-78.07689667,58.47190094
Inuvik,YEV,-133.4830017,68.30419922
Inverness,INV,-4.047500134,57.54249954
Iqaluit,YFB,-68.555801,63.756402
Island Lake,YIV,-94.6536026,53.85720062
Ittoqqortoormiit,OBY,-21.97167993,70.48822882
Ivalo,IVL,27.40530014,68.6072998
Ivujivik,YIK,-77.9253006,62.41730118
Jamba,JMB,16.07014847,-14.6981926
Jamestown,HLE,-5.645943,-15.957725
Jasper,YJA,-118.058998,52.9967
Jasper,APT,-85.585297,35.060699
Jebel Ali,DJH,55.023796,24.988967
Jenpeg,ZJG,-98.0460968,54.51890182
Ji'an,JGS,114.7369995,26.85689926
Jijel,GJL,5.87361002,36.79510117
Johnson City,JCY,-98.62249756,30.25180054
Jos,JOS,8.869050026,9.639829636
Juist,JUI,7.055832863,53.68111038
Kaduna,KAD,7.320109844,10.6960001
Kagau Island,KGE,157.585,-7.3305
Kagua,AGK,143.8536111,-6.396388889
Kalakaket Creek,KKK,-156.8203926,64.4166257
Kalamazoo,AZO,-85.55210114,42.23490143
Kalpitiya Island,DBK,79.756,8.273
Kamloops,YKA,-120.4440002,50.70220184
Kanainj,KNE,144.7072,-5.2903
Kandi,KDC,2.940381,11.14479
Kangaatsiaq,QPW,-53.46020758,68.31265749
Kangerlussuaq,SFJ,-50.71160316,67.0122219
Kangiqsualujjuaq,XGR,-65.99279785,58.71139908
Kangiqsujuaq,YWB,-71.92939758,61.58860016
Kangirsuk,YKG,-69.99919891,60.02719879
Kano,KAN,8.52462,12.0476
Kantchari,XKA,1.5,12.46700001
Kapuskasing,YYU,-82.46749878,49.41389847
Kar Kar Island,KRX,145.9404,-4.557
Karimui,KMR,144.823,-6.4921
Karlstad,KSD,13.33740044,59.44469833
Kasabonika,XKS,-88.64279938,53.52470016
Kasba Lake,YDU,-102.5019989,60.29190063
Kashechewan,ZKE,-81.67780304,52.28250122
Kasonombe,KSB,146.9859,-6.3819
Kassel,KSF,9.384967,51.417273
Katmai National Park,BKF,-155.7769928,58.55479813
Katsina,DKA,7.660449982,13.0078001
Kattiniq,YAU,-73.3214035,61.66220093
Kavieng,KVG,150.8079987,-2.579400063
Kaya,XKY,-1.100000024,13.06700039
Kayenta,MVM,-110.228444,36.716444
Keewaywin,KEW,-92.83640289,52.99110031
Kegaska,ZKG,-61.26580048,50.19580078
Kelowna,YLW,-119.3779984,49.95610046
Kelsey,KES,-96.50969696,56.03749847
Kenai,DRF,-152.1620026,60.58890152
Kenora,YQK,-94.36309814,49.78829956
Kerema,KMA,145.7709961,-7.963610172
Ketchikan,WFB,-131.677002,55.349899
Key Lake,YKJ,-105.6179962,57.2560997
Key Largo,OCA,-80.27480316,25.3253994
Kiel,KEL,10.14527798,54.37944412
Kieta,KIE,155.728139,-6.305417
Kikori,KRI,144.2500763,-7.424379826
Killaloe,YXI,-77.60279846,45.6631012
Killarney,KIR,-9.523779869,52.18090057
Kimberley Downs,KBD,124.3550034,-17.39780045
Kimmirut,YLC,-69.88330078,62.84999847
Kincardine,YKD,-81.606697,44.201401
Kindersley,YKY,-109.1809998,51.51750183
Kingfisher Lake,KIF,-89.8553009,53.01250076
Kingston,YGK,-76.59690094,44.22529984
Kirakira,IRA,161.897995,-10.44970036
Kirkland Lake,YKX,-79.98139954,48.21030045
Kitchener,YKF,-80.37860107,43.46080017
Kitkatla,YKK,-130.4329987,53.79999924
Kitsissuarsuit,QJE,-53.12329531,68.857926
Kiunga,UNG,141.2819977,-6.125710011
Knee Lake,YKE,-94.798103,54.915298
Kolombangara Island,KUE,156.94783,-8.0262
Komaio,KCJ,143.5952,-7.2714
Komako,HOC,145.8827,-7.3984
Kondobol,KPF,142.5049,-8.5336
Konge,KGB,147.2152,-6.2239
Kopiago,KPA,142.4977,-5.3883
Korhogo,HGO,-5.556660175,9.387180328
Koroba,KDE,142.7441,-5.6952
Kotte,DWO,79.909,6.906585
Kugaaruk,YBB,-89.808098,68.534401
Kugluktuk,YCO,-115.143997,67.816704
Kulgera,KGR,133.2920074,-25.84280014
Kulusuk,KUS,-37.12360001,65.57360077
Kumasi,KMS,-1.590819955,6.714560032
Kundiawa,CMU,144.970993,-6.024290085
Kungim,KGM,141.03,-5.671
Kuressaare,URE,22.5095005,58.22990036
Kuri,KUQ,143.276111,-7.135083
Kuujjuaq,YVP,-68.42690277,58.09609985
Kuujjuarapik,YGW,-77.76529694,55.2818985
Kwailabesi,KWS,160.775127,-8.360508
La Chorrera,LCR,-73.01667,-0.733333
La Grande-3,YAR,-76.1964035,53.57170105
La Grande-4,YAH,-73.6753006,53.75469971
La Romaine,ZGS,-60.679401,50.259701
La Ronge,YVC,-105.262001,55.15140152
La Sarre,SSQ,-79.1785965,48.91719818
La Tuque,YLQ,-72.78890228,47.40969849
Lab Lab Mission,LAB,148.0566,-5.7204
Lac Brochet,XLB,-101.4690018,58.61750031
Lac La Biche,YLB,-112.0319977,54.77030182
Lady Elliot Island,LYT,152.7156,-24.1129
Ladysmith,LAY,29.74970055,-28.58169937
Lae,LAE,146.725977,-6.569803
Laghouat,LOO,2.928339958,33.76440048
Lagos,LOS,3.321160078,6.577370167
Lakeport,CKE,-122.901001,38.99060059
Langeoog,LGO,7.497777939,53.74250031
Langley,YLY,-122.6309967,49.10079956
Lansdowne House,YLH,-87.93419647,52.1955986
Laurie River,LRQ,-101.3040009,56.24860001
Lax Kw'alaams,YPI,-130.432999,54.5667
Lazy Bay,ALZ,-154.2480011,56.8995018
Leaf Rapids,YLR,-99.98529816,56.51330185
Leeds,LBA,-1.660570025,53.86589813
Leipzig,LEJ,12.236389,51.423889
Lemwerder,XLW,8.62444,53.144699
Leo,XLU,-2.099999905,11.10000038
Leonardtown,LTW,-76.55010223,38.31539917
Leron Plains,LPN,146.3434,-6.3917
Lese,LNG,146.2765,-8.2799
Lethbridge,YQL,-112.8000031,49.63029861
Levelock,KLL,-156.8589935,59.12810135
Liangia,GEF,156.5970001,-7.575829983
Lima,AOH,-84.026703,40.706902
Lime Village,LVD,-155.4400024,61.35910034
Lincang,LNJ,100.0250015,23.73810005
Little Grand Rapids,ZGR,-95.46579742,52.04560089
Livengood,LIV,-148.6534,65.467
Liverpool,LPL,-2.849720001,53.33359909
Lloydminster,YLL,-110.072998,53.30920029
Londolovit,LNV,152.6289978,-3.043610096
London,YXU,-81.1539,43.035599
London,LTN,-0.368333012,51.87469864
London,BQH,0.032499999,51.3307991
London,LGW,-0.190278,51.148102
London,LCY,0.055278,51.505299
London,LHR,-0.461941,51.4706
London,STN,0.234999999,51.88499832
London,NHT,-0.418166995,51.5530014
Lonely,LNI,-153.2420044,70.91069794
Long Island,LSJ,147.0177,-5.3604
Loring,WLR,-131.6369934,55.60129929
Los Angeles,CCD,-118.4179993,34.06079865
Los Menucos,LMD,-68.074699,-40.817699
Losuia,LSA,151.0809937,-8.505820274
Lourdes-De-Blanc-Sablon,YBX,-57.18529892,51.4435997
Lowai,LWI,146.6458,-6.3344
Lubbock,REE,-102.0370026,33.59030151
Luena,LUO,19.89769936,-11.76809978
Lumbala,GGC,22.5868206,-12.63987732
Lupin Mine,YWO,-111.25,65.76667023
Lutselk'e,YSG,-110.681998,62.418303
Lynn Lake,YYL,-101.0759964,56.86389923
Macmillan Pass,XMP,-130.2019959,63.18109894
Madang,MAG,145.7890015,-5.207079887
Magdeburg,CSO,11.42029953,51.85639954
Magdeburg,ZMG,11.626389,52.073612
Magnolia,AGO,-93.217002,33.228001
Maiduguri,MIU,13.08090019,11.85529995
Maitanakunai,OPB,151.696195,-4.794727
Makkovik,YMN,-59.18640137,55.07690048
Makurdi,MDI,8.61394,7.70388
Manari,MRM,147.6219,-9.1908
Manchester,MAN,-2.274950027,53.35369873
Manguna,MFO,151.792333,-5.577778
Maniitsoq,JSU,-52.93939972,65.41249847
Manitouwadge,YMG,-85.86060333,49.08390045
Manitowaning,YEM,-81.85810089,45.84280014
Maniwaki,YMW,-75.99060059,46.27280045
Mannheim,MHG,8.514167,49.473057
Manus Island,MAS,147.423996,-2.06189
Mapoda,MPF,143.1694,-7.979
Maradi,MFQ,7.126749992,13.50249958
Maramuni,MWI,143.4829,-5.13
Marathon,YSP,-86.3443985,48.75529861
Marau,RUS,160.8249969,-9.86166954
Marawaka,MWG,145.8849,-6.9736
Marlboro,MXG,-71.509002,42.343201
Marshall,ASL,-94.30780029,32.52050018
Mary's Harbour,YMH,-55.84719849,52.30279922
Marysville,BAB,-121.4369965,39.13610077
Masa,MBV,147.591,-6.345
Masset,ZMT,-132.125,54.02750015
Matagami,YNM,-77.80280304,49.76169968
Matane,YME,-67.45330048,48.85689926
May River,MRH,141.785,-4.3615
Mayo,YMA,-135.8679962,63.61640167
Mbambanakira,MBU,159.8390045,-9.74750042
Meadow Lake,YLJ,-108.5230026,54.12530136
Mecheria,MZW,-0.242353007,33.53590012
Medicine Hat,YXH,-110.7210007,50.01890182
Mejato Island,EAL,166.8477778,9.319305556
Melinda,MDB,-88.30419922,17.00429916
Melle,GDI,21.728172,9.581117
Memmingen,FMM,10.23950005,47.98880005
Mendi,MDU,143.656998,-6.14774
Mendi,NDM,35.09999847,9.767000198
Merritt,YMB,-120.7470016,50.12279892
Mesquite,MFH,-114.0550003,36.83499908
Meyers Chuck,WMK,-132.2550049,55.73960114
Miners Bay,YAV,-123.3000031,48.86669922
Minna,MXJ,6.462259769,9.652170181
Miramichi,YCH,-65.449203,47.007801
Miranda Downs,MWY,141.886002,-17.328899
Misima Island,MIS,152.8379974,-10.6892004
Mobile,BFM,-88.06809998,30.62680054
Monastir,MIR,10.75469971,35.7580986
Moncton,YQM,-64.6785965,46.11220169
Monrovia,MLW,-10.75870037,6.289060116
Monrovia,ROB,-10.3623,6.23379
Mont-Joli,YYY,-68.20809937,48.60860062
Montreal,YCV,-73.71669769,45.51670074
Moose Jaw,YMJ,-105.5589981,50.33029938
Moosonee,YMO,-80.60780334,51.29109955
Mora,MXX,14.5114,60.957901
Moro,MXH,143.2380066,-6.363329887
Morobe,OBM,147.59,-7.74
Mougulu,GUV,142.420775,-6.280859
Mount Hagen,HGU,144.2960052,-5.826789856
Mount Pleasant,MPN,-58.44720078,-51.82279968
Mount Pleasant,MSD,-111.475978,39.526651
Munduku,MDM,143.4516,-4.6204
Munich,MUC,11.7861,48.353802
Muskoka,YQA,-79.30329895,44.97470093
Muskrat Dam,MSA,-91.76280212,53.44139862
Myroodah,MYO,124.2720032,-18.12470055
Myvatn,MVA,-16.91810036,65.65579987
Nabai,BAP,149.6414,-10.3432
Nain,YDP,-61.68030167,56.54919815
Nakina,YQN,-86.6964035,50.18280029
Naknek,NNK,-157.0200043,58.73289871
Namane,NMN,145.070667,-6.32183
Namatanai,ATN,152.438,-3.6695
Nambaiyufa,NBA,145.2424,-6.2412
Nanaimo,ZNA,-123.9499969,49.18330002
Nanaimo,YCD,-123.8698626,49.05497022
Nanortalik,JNN,-45.23297668,60.14188398
Nantong,NTG,120.9759979,32.07080078
Nantucket,ACK,-70.06020355,41.25310135
Nanuya Lailai Island,BXL,177.368,-16.943
Napa,APC,-122.280998,38.2132
Naples,APF,-81.77529907,26.15259933
Narsaq,JNS,-46.05992317,60.91728273
Narsarsuaq,UAK,-45.42599869,61.16049957
Nashua,ASH,-71.51480103,42.78170013
Nashville,BNA,-86.67819977,36.12450027
Natashquan,YNA,-61.78919983,50.18999863
Natitingou,NAE,1.360507,10.376965
Natuashish,YNP,-61.184399,55.913898
Ndalatandos,NDF,14.97724247,-9.275188446
Neerlerit Inaat,CNP,-22.65049934,70.74310303
Negarbo,GBF,144.703058,-6.567778
Nemiscau,YNS,-76.13559723,51.69110107
Neubrandenburg,FNB,13.306,53.6022
New Iberia,ARA,-91.883904,30.0378
New York,TSS,-73.9720993,40.74259949
New York,QNY,-73.9729,40.734001
New York,JPB,-73.9765,40.7533
New York,JRA,-74.007103,40.754501
New York,JRB,-74.00900269,40.70119858
Newcastle,NCL,-1.691669941,55.03749847
Newcastle,NCS,29.9769001,-27.77059937
Niamey,NIM,2.18361,13.4815
Niamtougou,LRL,1.091249943,9.76733017
Nicosia,NIC,33.27870178,35.1507988
Niles,NLE,-86.22519684,41.83589935
Norddeich,NOD,7.190278053,53.63305664
Norderney,NRD,7.230000019,53.70694351
Norman Wells,YVQ,-126.7979965,65.28160095
North Battleford,YQW,-108.2440033,52.76919937
North Bay,YYB,-79.422798,46.363602
North Spirit Lake,YNO,-92.97109985,52.49000168
Norway House,YNE,-97.84420013,53.95830154
Norwich,NWI,1.282780051,52.67580032
Nouna,XNU,-3.867000103,12.75
Nunapitchuk,NUP,-162.440454,60.905591
Nuremberg,NUE,11.078056,49.498699
Nuuk,GOH,-51.67810059,64.19090271
Oaktown,OTN,-87.49970245,38.85139847
Obre Lake,YDW,-103.1289978,60.31639862
Ocean Falls,ZOF,-127.7170029,52.36669922
Odienne,KEO,-7.566999912,9.5
Ogoki Post,YOG,-85.90170288,51.65859985
Okoyo,OKG,15.07330036,-1.448330045
Oksapmin,OKP,142.2259,-5.2261
Old Crow,YOC,-139.8390045,67.57060242
Ontario County IDA,IUA,-77.325226,42.908902
Ontong Java Atoll,OTV,159.5277778,-5.515
Opapimiskan Lake,YBS,-90.37689972,52.6067009
Oran,ORN,-0.621182978,35.62390137
Orange Walk,ORZ,-88.58386993,18.04676628
Orchid Beach,OKB,153.3150024,-24.95940018
Oshawa,YOO,-78.894997,43.922798
Ostend,OST,2.862220049,51.19889832
Ottawa,TR7,-75.64254284,45.46383295
Ottawa,YOW,-75.66919708,45.32249832
Ottawa,YRO,-75.64610291,45.46030045
Ouagadougou,OUA,-1.51242,12.3532
Ouahigouya,OUG,-2.417000055,13.56700039
Ouango Fitini,OFI,-4.050000191,9.600000381
Ouargla,OGX,5.412779808,31.91720009
Oum El Bouaghi,QMH,7.270800114,35.87969971
Ouzinkie,KOZ,-152.496715,57.925362
Owen Sound,YOS,-80.83750153,44.59030151
Owerri,QOW,7.206029892,5.427060127
Oxford House,YOH,-95.27890015,54.93330002
Paamiut,JFR,-49.67093658,62.01473618
Paderborn,PAD,8.616319656,51.61410141
Palmer,PMX,-72.31140137,42.22330093
Pama,XPA,0.699999988,11.25
Pangia,PGN,144.1084,-6.386
Pangnirtung,YXP,-65.71360016,66.14499664
Pangoa,PGB,141.5605,-7.0226
Panzhihua,PZI,101.79852,26.54
Parakou,PKO,2.609679937,9.357689857
Parasi,PRS,161.4250031,-9.641670227
Parry Sound,YPD,-79.829697,45.2575
Paulatuk,YPC,-124.07547,69.36083812
Peace River,YPE,-117.446999,56.226898
Peach Springs,GCW,-113.8160019,35.99039841
Peawanuck,YPO,-85.44329834,54.98809814
Pedro Bay,PDB,-154.1239929,59.78960037
Pembroke,YTA,-77.25170135,45.86439896
Penticton,YYF,-119.6019974,49.46310043
Peppimenarti,PEP,130.0910034,-14.14420033
Perry,FPY,-83.58059692,30.0692997
Perth,PSL,-3.372220039,56.43920135
Petawawa,YWA,-77.31919861,45.95220184
Peterborough,YPQ,-78.36329651,44.22999954
Pickle Lake,YPL,-90.21420288,51.44639969
Pikangikum,YPM,-93.97329712,51.81969833
Pikwitonei,PIW,-97.16419983,55.58890152
Pilot Station,PQS,-162.899994,61.934601
Pincher Creek,WPC,-113.9970016,49.52059937
Pinehouse Lake,ZPO,-106.5820007,55.52809906
Pittsburgh,AGC,-79.93019867,40.35440063
Pituffik,DUN,-68.8,76.525
Placencia,PLJ,-88.36151123,16.53695679
Plymouth,PLH,-4.10583,50.422798
Po,PUP,-1.149999976,11.14999962
Points North Landing,YNL,-104.0820007,58.27669907
Pond Inlet,YIO,-77.96669769,72.6832962
Poplar Hill,YHP,-94.2556,52.1133
Poplar River,XPP,-97.27419376,52.99652588
Popondetta,PNP,148.3090057,-8.80453968
Port Alberni,YPB,-124.931,49.321899
Port Alice,PTC,-133.597,55.803
Port Harcourt,PHC,6.949590206,5.015490055
Port Hardy,YZT,-127.3669968,50.68059921
Port Hawkesbury,YPS,-61.36809921,45.65670013
Port Hope Simpson,YHA,-56.28609848,52.52809906
Port Mcneill,YMP,-127.0289993,50.57559967
Port Moresby,POM,147.2200012,-9.443380356
Port Protection,PPV,-133.6100006,56.3288002
Port Townsend,TWD,-122.810997,48.05379868
Portage la Prairie,YPG,-98.273817,49.903099
Port-Menier,YPN,-64.28859711,49.83639908
Postville,YSO,-59.78507,54.9105
Pottuvil,AYY,81.82388889,6.86
Poulsbo,PUL,-122.6470032,47.73400116
Powell River,YPW,-124.5,49.83420181
Preston,PST,-75.65830231,20.73500061
Prince Albert,YPA,-105.6729965,53.21419907
Prince George,YXS,-122.6790009,53.88940048
Prince Patrick Is.,YMD,-119.3216,76.2392
Prince Rupert,YPR,-130.4450073,54.28609848
Prishtina,PRN,21.035801,42.5728
Pukatawagan,XPK,-101.2659988,55.74919891
Pumani,PMN,149.4766,-9.7469
Punta Gorda,PND,-88.8082962,16.10239983
Puvirnituq,YPX,-77.28690338,60.05059814
Qaanaaq,NAQ,-69.38870239,77.48860168
Qaqortoq,JJU,-46.02991864,60.71568416
Qasigiannguit,JCH,-51.17344737,68.82281555
Qeqertaq,QQT,-51.30091667,69.99586111
Qeqertarsuaq Airport,JGO,-53.51487637,69.25118199
Qikiqtarjuaq,YVM,-64.03140259,67.54579926
Qualicum Beach,XQU,-124.393997,49.3372
Quaqtaq,YQC,-69.61779785,61.04639816
Quebec,YQB,-71.393303,46.7911
Queenstown,UTW,26.88220024,-31.92020035
Quesnel,YQZ,-122.5100021,53.02610016
Quincy,GNF,-120.945,39.943902
Rainbow Lake,YOP,-119.4079971,58.49140167
Ramata,RBV,157.6430054,-8.168060303
Rankin Inlet,YRT,-92.11579895,62.81140137
RCAF Station Saglek,YSV,-62.655373,58.475119
Red Deer,YQF,-113.8939972,52.18220139
Red Lake,YRL,-93.79309845,51.06689835
Red Sucker Lake,YRS,-93.55719757,54.16719818
Regina,YQR,-104.6660004,50.43190002
Rennell Island,RNL,160.0630035,-11.53390026
Repulse Bay,YUT,-86.22470093,66.52140045
Resolute Bay,YRB,-94.9693985,74.71690369
Revelstoke,YRV,-118.1829987,50.96670151
Reykjavik,RKV,-21.94059944,64.12999725
Riesa,IES,13.35611057,51.29360962
Rif,OLI,-23.82309914,64.91139984
Rigolet,YRG,-58.45750046,54.17969894
Rimouski,YXK,-68.49690247,48.47809982
Ringi Cove,RIN,157.1430054,-8.126390457
Rivers Inlet,YRN,-127.264044,51.683985
Roberval,YRJ,-72.26560211,48.52000046
Rochester,RCS,0.503332973,51.35189819
Rockhampton Downs,RDA,135.201004,-18.95330048
Rocky Mountain House,YRM,-114.9039993,52.42969894
Rolla,RLA,-91.81349945,37.93569946
Roosevelt,ROL,-110.051003,40.278301
Ross River,XRR,-132.4230042,61.97060013
Rostock,RLG,12.27830029,53.91820145
Round Lake,ZRJ,-91.31279755,52.9435997
Rouyn-Noranda,YUY,-78.83560181,48.20610046
Rurenabaque,RBQ,-67.49680328,-14.42790031
Sabah,SBV,155.0489,-5.5765
Sabana De Torres,SNT,-73.505402,7.38322
Sable Island,YSA,-59.960289,43.930292
Sachigo Lake,ZPB,-92.1964035,53.89110184
Sachs Harbour,YSY,-125.2429962,71.99389648
Saginaw Bay,SGW,-134.1580048,56.88629913
Saint John,YSJ,-65.89029694,45.31610107
Saint Louis,XLS,-16.46319962,16.05080032
Salida,SLT,-106.0490036,38.53829956
Salina,SBO,-111.8379974,39.02909851
Salluit,YZG,-75.66719818,62.1794014
Salmon Arm,YSN,-119.228996,50.682802
Salt Spring Island,YGG,-123.4969,48.8545
San Ignacio,SQS,-89.0098,17.1859
San Pedro,SPQ,-118.2750015,33.74919891
San Pedro,SPR,-87.9711,17.9139
Sandspit,YZP,-131.8139954,53.25429916
Sandy Lake,ZSJ,-93.3443985,53.06420135
Sanikiluaq,YSK,-79.24669647,56.53779984
Sankt Peter-Ording,PSH,8.686944008,54.30888748
Santa Ana Island,NNB,162.454108,-10.847994
Santa Cruz,STU,-88.45629883,18.27210045
Santa Cruz/Graciosa Bay/Luova,SCZ,165.7949982,-10.72029972
Sarmiento,OLN,-68.999841,-45.582371
Sarnia,YZR,-82.30889893,42.99940109
Sartaneja,SJX,-88.13079834,18.35610008
Saskatoon,YXE,-106.6999969,52.17079926
Sassandra,ZSS,-6.132780075,4.928329945
Sault Ste Marie,YAM,-84.50939941,46.48500061
Sauren,SXW,148.8543,-5.9701
Saurimo,VHC,20.43190002,-9.689069748
Schefferville,YKL,-66.80529785,54.80530167
Scottsbluff,BFF,-103.5960007,41.87400055
Seattle,BFI,-122.302002,47.52999878
Sebba,XSE,0.51700002,13.44999981
Sechelt,YHS,-123.7190018,49.46060181
Sege,EGM,157.8760071,-8.578889847
Seguela,SEO,-6.710830212,7.968329906
Sekondi-Takoradi,TKD,-1.774760008,4.89605999
Selbang,SBC,141.752,-5.315
Sepik Plains,SPV,143.6734,-3.8821
Sfax,SFA,10.69099998,34.7179985
Shamattawa,ZTM,-92.08139801,55.86560059
Shannon,SNN,-8.92482,52.702
Shaoguan,HSC,113.4209976,24.97859955
Shaw River,SWB,119.3619995,-21.51029968
Sherbrooke,YSC,-71.69139862,45.43859863
Sialum,SXA,147.5955,-6.0908
Sila Mission,SIL,148.38925,-9.073555556
Silver Creek,SVK,-88.33999634,16.72529984
Sim,SMJ,146.9273,-7.75
Simbai,SIM,144.5447222,-5.278611111
Simberi Island,NIS,151.9977778,-2.662222222
Sioux Lookout,YXL,-91.90529633,50.11389923
Sisimiut,JHS,-53.72930145,66.95130157
Skikda,SKI,6.9516,36.8641
Slave Lake,YZH,-114.7770004,55.29309845
Smithers,YYD,-127.1829987,54.8246994
Smiths Falls,YSH,-75.94059753,44.94580078
Snap Lake Mine,YNX,-110.905998,63.593601
Sokoto,SKO,5.207190037,12.91629982
Solomon,SOL,-164.4457,64.5605
Sopu,SPH,147.1659,-8.3038
South Indian Lake,XSI,-98.90720367,56.7928009
Southampton,SOU,-1.35679996,50.95029831
Southend,SEN,0.695555985,51.57139969
Springdale,SPZ,-94.11930084,36.17639923
Springvale,ZVG,127.6699982,-17.78689957
Squamish,YSE,-123.1620026,49.78170013
St Catharines,YCM,-79.17169952,43.19169998
St Jean,YJN,-73.28109741,45.29439926
St Leonard,YSL,-67.83470154,47.15750122
St Thomas,YQS,-81.1108017,42.77000046
St. Andrews,ADX,-2.868439913,56.3728981
St. Anthony,YAY,-56.08309937,51.39189911
St. John's,YYT,-52.75189972,47.61859894
St. Lewis,YFX,-55.6739006,52.37279892
St. Mary's,ISC,-6.291669846,49.91329956
St. Paul,ZSP,-111.3799973,53.99330139
St. Theresa Point,YST,-94.85189819,53.84560013
Star Harbor,NAZ,162.2049,-10.6758
St-Augustin,YIF,-58.65829849,51.21170044
Stephenville,YJT,-58.54999924,48.5442009
Stewart,ZST,-129.9824345,55.93541045
Stirling Island,MNY,155.5650024,-7.416940212
Stockholm,ARN,17.91860008,59.65190125
Stockholm,BMA,17.94169998,59.35440063
Stony Rapids,YSF,-105.8410034,59.25030136
Stornoway,SYY,-6.331110001,58.21559906
Straubing,RBM,12.51666737,48.90083313
Stuart Island,SSW,-123.1760025,48.67290115
Stuart Island,YIG,-125.1372,50.3923
Sturt Creek,SSK,128.173996,-19.16640091
Stuttgart,STR,9.221960068,48.68989944
Suavanao,VAO,158.7310028,-7.585559845
Sudbury,YSB,-80.79889679,46.625
Suffield,YSD,-111.1829987,50.26670074
Sullivan Bay,YTG,-126.831069,50.885359
Summer Beaver,SUR,-88.54190063,52.70859909
Summerside,YSU,-63.83359909,46.44060135
Sunchales,NCJ,-61.5283,-30.9575
Suncor Energy Site,YFI,-110.976666,57.275833
Sunyani,NYI,-2.328759909,7.361830235
Supai Village,HAE,-113.0920029,36.1916008
Swan River,ZJN,-101.2360001,52.12060165
Swift Current,YYN,-107.6910019,50.29190063
